100;0.5000;1.9198;1182.8853
200;0.5000;2.1185;472.4146
300;0.5000;1.8587;362.3547
400;0.5000;2.9648;326.4836
500;0.5000;2.7697;289.0747
600;0.5000;3.1882;263.0394
700;0.5000;3.1939;245.6859
800;0.5000;3.4109;226.2600
900;0.5000;4.0092;199.3214
1000;0.5000;2.0823;191.9655
1100;0.5000;1.8397;179.7977
1200;0.5000;1.8120;162.2679
1300;0.5000;1.9028;151.7493
1400;0.5000;1.7735;144.0832
1500;0.5000;2.2670;134.2023
1600;0.5000;1.7883;130.3512
1700;0.5000;1.8570;121.0175
1800;0.5000;1.8910;121.5810
1900;0.5000;2.9633;114.1767
2000;0.5000;1.8376;106.5388
2100;0.5000;1.7500;99.1147
2200;0.5000;1.7895;99.1581
2300;0.5000;1.6669;92.9787
2400;0.5000;1.7615;91.3837
2500;0.5000;1.7082;86.6410
2600;0.5000;1.7425;84.1670
2700;0.5000;1.7505;83.8159
2800;0.5000;1.8682;79.6109
2900;0.5000;1.7548;79.9096
3000;0.5000;1.8786;74.9124
3100;0.5000;1.7368;75.8339
3200;0.5000;1.7551;75.3089
3300;0.5000;1.8272;75.4648
3400;0.5000;2.0808;72.1641
3500;0.5000;1.7897;67.6408
3600;0.5000;1.8565;65.5252
3700;0.5000;2.0732;65.5056
3800;0.5000;1.5635;62.5448
3900;0.5000;1.6863;62.3629
4000;0.5000;1.5942;61.8410
4100;0.5000;1.7458;62.4760
4200;0.5000;1.8078;59.1584
4300;0.5000;2.6143;58.6780
4400;0.5000;2.5845;58.1094
4500;0.5000;1.9050;57.6328
4600;0.5000;1.6072;56.5425
4700;0.5000;1.7034;57.0945
4800;0.5000;1.6634;54.8825
4900;0.5000;1.6936;53.3305
5000;0.5000;1.6983;54.6688
5100;0.5000;1.7094;52.7030
5200;0.5000;1.7317;51.9421
5300;0.5000;1.7191;51.2648
5400;0.5000;1.7182;51.5648
5500;0.5000;1.7501;48.8867
5600;0.5000;1.7660;48.3763
5700;0.5000;1.7712;49.0092
5800;0.5000;1.7916;47.5779
5900;0.5000;1.7662;46.9206
6000;0.5000;1.7611;49.6701
6100;0.4950;1.7513;48.0227
6200;0.4950;1.7714;46.8234
6300;0.4950;1.7627;47.2697
6400;0.4950;1.7740;45.6724
6500;0.4950;1.7801;43.9487
6600;0.4950;2.0035;44.6968
6700;0.4950;1.8094;43.3794
6800;0.4950;1.8006;41.7878
6900;0.4950;1.8157;43.3672
7000;0.4950;1.7915;43.9698
7100;0.4950;1.7574;41.3794
7200;0.4950;1.7458;42.9439
7300;0.4950;1.7687;42.5029
7400;0.4950;1.7794;41.3279
7500;0.4950;1.7756;41.3133
7600;0.4950;1.7870;39.0746
7700;0.4950;1.7655;38.2626
7800;0.4950;1.7642;38.8415
7900;0.4950;1.7917;40.9035
8000;0.4901;1.8020;41.0721
8100;0.4851;1.8964;37.9163
8200;0.4851;1.7486;40.1079
8300;0.4851;1.6847;38.4983
8400;0.4851;1.8446;37.0022
8500;0.4851;1.7210;39.0759
8600;0.4851;1.7185;37.9467
8700;0.4851;1.7634;38.0777
8800;0.4851;1.7645;39.3434
8900;0.4803;1.7534;36.6085
9000;0.4803;1.7690;37.8205
9100;0.4803;1.7488;34.7785
9200;0.4803;1.9484;37.0376
9300;0.4803;1.8267;36.9899
9400;0.4803;1.9154;35.9370
9500;0.4803;1.7976;37.4455
9600;0.4755;1.7426;35.0266
9700;0.4755;1.7671;37.6539
9800;0.4707;1.6477;34.2696
9900;0.4707;1.8150;33.6372
10000;0.4707;1.6520;33.8943
10100;0.4707;1.7981;34.5482
10200;0.4707;1.8029;34.2038
10300;0.4707;1.7909;33.4861
10400;0.4707;1.7486;34.4043
10500;0.4707;1.7741;33.0913
10600;0.4707;1.7731;34.1435
10700;0.4707;1.7732;34.7223
10800;0.4660;1.7545;35.3167
10900;0.4614;1.8292;31.6451
11000;0.4614;2.0109;33.5272
11100;0.4614;1.9158;32.7964
11200;0.4614;1.8086;32.8911
11300;0.4614;1.6635;31.6179
